Chicago Board of Election Commissioners,,,,,,,,,,,,,
,,,,,,,,,,,,,
2020 General Election - 11/3/2020,,,,,,,,,,,,,
,,,,,,,,,,,,,
"President & Vice President, U.S.",,,,,,,,,,,,,
,,,,,,,,,,,,,
Votes,Joseph R. Biden & Kamala D. Harris,%,Donald J. Trump & Michael R. Pence,%,Howie Hawkins & Angela Walker,%,Gloria La Riva & Leonard Peltier,%,Brian Carroll & Amar Patel,%,Jo Jorgensen & Jeremy ''Spike'' Cohen,%,
1067190,877852,82.26%,172402,16.15%,5826,0.55%,2519,0.24%,1331,0.12%,7260,0.68%,
,,,,,,,,,,,,,
Ward 1,,,,,,,,,,,,,
Precinct,Votes,Joseph R. Biden & Kamala D. Harris,%,Donald J. Trump & Michael R. Pence,%,Howie Hawkins & Angela Walker,%,Gloria La Riva & Leonard Peltier,%,Brian Carroll & Amar Patel,%,Jo Jorgensen & Jeremy ''Spike'' Cohen,%
4,478,234,48.95%,238,49.79%,1,0.21%,0,0%,1,0.21%,4,0.84%
5,638,553,86.68%,77,12.07%,1,0.16%,3,0.47%,2,0.31%,2,0.31%
6,235,200,85.11%,30,12.77%,4,1.70%,0,0%,1,0.43%,0,0%
7,579,468,80.83%,103,17.79%,3,0.52%,2,0.35%,1,0.17%,2,0.35%
8,550,412,74.91%,125,22.73%,2,0.36%,6,1.09%,2,0.36%,3,0.55%
9,588,333,56.63%,249,42.35%,3,0.51%,1,0.17%,0,0%,2,0.34%
10,318,245,77.04%,69,21.70%,1,0.31%,1,0.31%,0,0%,2,0.63%
11,252,219,86.90%,32,12.70%,1,0.40%,0,0%,0,0%,0,0%
12,493,353,71.60%,136,27.59%,3,0.61%,1,0.20%,0,0%,0,0%
13,399,318,79.70%,73,18.30%,5,1.25%,1,0.25%,0,0%,2,0.50%
14,428,356,83.18%,65,15.19%,2,0.47%,1,0.23%,1,0.23%,3,0.70%
15,461,403,87.42%,53,11.50%,1,0.22%,3,0.65%,0,0%,1,0.22%
16,329,259,78.72%,68,20.67%,2,0.61%,0,0%,0,0%,0,0%
17,390,315,80.77%,71,18.21%,1,0.26%,1,0.26%,0,0%,2,0.51%
18,215,152,70.70%,60,27.91%,2,0.93%,1,0.47%,0,0%,0,0%
19,425,353,83.06%,62,14.59%,3,0.71%,5,1.18%,0,0%,2,0.47%
20,344,273,79.36%,63,18.31%,2,0.58%,1,0.29%,1,0.29%,4,1.16%
21,433,355,81.99%,69,15.94%,3,0.69%,2,0.46%,2,0.46%,2,0.46%
22,640,414,64.69%,217,33.91%,3,0.47%,3,0.47%,0,0%,3,0.47%
23,390,267,68.46%,122,31.28%,0,0%,0,0%,0,0%,1,0.26%
24,554,289,52.17%,260,46.93%,1,0.18%,0,0%,1,0.18%,3,0.54%
25,260,213,81.92%,41,15.77%,4,1.54%,1,0.38%,0,0%,1,0.38%
26,344,310,90.12%,29,8.43%,1,0.29%,0,0%,3,0.87%,1,0.29%
27,465,341,73.33%,106,22.80%,4,0.86%,5,1.08%,2,0.43%,7,1.51%
28,378,286,75.66%,81,21.43%,1,0.26%,3,0.79%,3,0.79%,4,1.06%
29,339,286,84.37%,48,14.16%,4,1.18%,1,0.29%,0,0%,0,0%
30,291,263,90.38%,26,8.93%,0,0%,1,0.34%,1,0.34%,0,0%
31,231,184,79.65%,40,17.32%,5,2.16%,1,0.43%,0,0%,1,0.43%
Total,13007,9726,74.78%,3084,23.71%,70,0.54%,45,0.35%,23,0.18%,59,0.45%
,,,,,,,,,,,,,
Ward 15,,,,,,,,,,,,,
Precinct,Votes,Joseph R. Biden & Kamala D. Harris,%,Donald J. Trump & Michael R. Pence,%,Howie Hawkins & Angela Walker,%,Gloria La Riva & Leonard Peltier,%,Brian Carroll & Amar Patel,%,Jo Jorgensen & Jeremy ''Spike'' Cohen,%
1,404,340,84.16%,49,12.13%,5,1.24%,5,1.24%,2,0.50%,3,0.74%
2,253,241,95.26%,11,4.35%,0,0%,0,0%,1,0.40%,0,0%
3,272,263,96.69%,7,2.57%,1,0.37%,1,0.37%,0,0%,0,0%
4,454,387,85.24%,58,12.78%,3,0.66%,2,0.44%,0,0%,4,0.88%
5,435,368,84.60%,58,13.33%,5,1.15%,1,0.23%,0,0%,3,0.69%
6,462,374,80.95%,78,16.88%,4,0.87%,4,0.87%,1,0.22%,1,0.22%
7,270,255,94.44%,11,4.07%,4,1.48%,0,0%,0,0%,0,0%
8,437,368,84.21%,64,14.65%,1,0.23%,1,0.23%,1,0.23%,2,0.46%
9,555,470,84.68%,78,14.05%,2,0.36%,2,0.36%,1,0.18%,2,0.36%
10,611,485,79.38%,111,18.17%,5,0.82%,4,0.65%,0,0%,6,0.98%
11,527,426,80.83%,96,18.22%,1,0.19%,3,0.57%,0,0%,1,0.19%
12,528,430,81.44%,90,17.05%,4,0.76%,2,0.38%,0,0%,2,0.38%
13,442,369,83.48%,61,13.80%,7,1.58%,1,0.23%,0,0%,4,0.90%
14,391,340,86.96%,46,11.76%,0,0%,3,0.77%,1,0.26%,1,0.26%
15,402,339,84.33%,58,14.43%,0,0%,3,0.75%,1,0.25%,1,0.25%
16,498,430,86.35%,60,12.05%,3,0.60%,3,0.60%,0,0%,2,0.40%
17,265,246,92.83%,12,4.53%,3,1.13%,0,0%,1,0.38%,3,1.13%
18,241,225,93.36%,15,6.22%,1,0.41%,0,0%,0,0%,0,0%
19,353,314,88.95%,33,9.35%,5,1.42%,0,0%,0,0%,1,0.28%
20,266,255,95.86%,10,3.76%,0,0%,0,0%,0,0%,1,0.38%
21,228,218,95.61%,8,3.51%,1,0.44%,1,0.44%,0,0%,0,0%
22,276,252,91.30%,19,6.88%,2,0.72%,0,0%,2,0.72%,1,0.36%
23,294,284,96.60%,7,2.38%,3,1.02%,0,0%,0,0%,0,0%
24,278,257,92.45%,16,5.76%,3,1.08%,2,0.72%,0,0%,0,0%
Total,9142,7936,86.81%,1056,11.55%,63,0.69%,38,0.42%,11,0.12%,38,0.42%
,,,,,,,,,,,,,
Ward 16,,,,,,,,,,,,,
Precinct,Votes,Joseph R. Biden & Kamala D. Harris,%,Donald J. Trump & Michael R. Pence,%,Howie Hawkins & Angela Walker,%,Gloria La Riva & Leonard Peltier,%,Brian Carroll & Amar Patel,%,Jo Jorgensen & Jeremy ''Spike'' Cohen,%
1,542,463,85.42%,65,11.99%,6,1.11%,2,0.37%,1,0.18%,5,0.92%
2,340,314,92.35%,23,6.76%,2,0.59%,1,0.29%,0,0%,0,0%
3,308,291,94.48%,15,4.87%,1,0.32%,1,0.32%,0,0%,0,0%
4,385,358,92.99%,21,5.45%,4,1.04%,1,0.26%,0,0%,1,0.26%
5,247,232,93.93%,9,3.64%,3,1.21%,1,0.40%,2,0.81%,0,0%
6,317,305,96.21%,8,2.52%,2,0.63%,2,0.63%,0,0%,0,0%
7,339,319,94.10%,18,5.31%,1,0.29%,0,0%,1,0.29%,0,0%
8,244,228,93.44%,13,5.33%,1,0.41%,2,0.82%,0,0%,0,0%
9,322,313,97.20%,7,2.17%,0,0%,1,0.31%,0,0%,1,0.31%
10,311,297,95.50%,13,4.18%,0,0%,0,0%,1,0.32%,0,0%
11,363,335,92.29%,22,6.06%,5,1.38%,0,0%,0,0%,1,0.28%
12,317,292,92.11%,17,5.36%,1,0.32%,6,1.89%,0,0%,1,0.32%
13,414,373,90.10%,30,7.25%,4,0.97%,3,0.72%,2,0.48%,2,0.48%
14,279,260,93.19%,13,4.66%,4,1.43%,2,0.72%,0,0%,0,0%
15,340,321,94.41%,15,4.41%,0,0%,1,0.29%,3,0.88%,0,0%
16,308,297,96.43%,10,3.25%,0,0%,0,0%,1,0.32%,0,0%
17,411,364,88.56%,44,10.71%,1,0.24%,1,0.24%,1,0.24%,0,0%
18,400,366,91.50%,29,7.25%,1,0.25%,1,0.25%,2,0.50%,1,0.25%
19,344,314,91.28%,23,6.69%,1,0.29%,2,0.58%,1,0.29%,3,0.87%
20,266,253,95.11%,11,4.14%,2,0.75%,0,0%,0,0%,0,0%
21,306,289,94.44%,13,4.25%,1,0.33%,1,0.33%,1,0.33%,1,0.33%
22,326,300,92.02%,18,5.52%,1,0.31%,3,0.92%,1,0.31%,3,0.92%
23,472,414,87.71%,50,10.59%,4,0.85%,3,0.64%,0,0%,1,0.21%
24,180,172,95.56%,8,4.44%,0,0%,0,0%,0,0%,0,0%
25,395,371,93.92%,18,4.56%,2,0.51%,1,0.25%,1,0.25%,2,0.51%
26,266,254,95.49%,8,3.01%,1,0.38%,0,0%,1,0.38%,2,0.75%
27,278,262,94.24%,12,4.32%,2,0.72%,0,0%,1,0.36%,1,0.36%
28,312,296,94.87%,12,3.85%,3,0.96%,0,0%,1,0.32%,0,0%
29,297,286,96.30%,11,3.70%,0,0%,0,0%,0,0%,0,0%
30,282,262,92.91%,16,5.67%,0,0%,2,0.71%,2,0.71%,0,0%
31,333,307,92.19%,16,4.80%,3,0.90%,3,0.90%,1,0.30%,3,0.90%
32,450,388,86.22%,54,12.00%,2,0.44%,3,0.67%,0,0%,3,0.67%
33,282,269,95.39%,7,2.48%,4,1.42%,0,0%,2,0.71%,0,0%
34,296,278,93.92%,11,3.72%,2,0.68%,1,0.34%,1,0.34%,3,1.01%
35,517,459,88.78%,54,10.44%,1,0.19%,1,0.19%,0,0%,2,0.39%
36,235,214,91.06%,18,7.66%,3,1.28%,0,0%,0,0%,0,0%
Total,12024,11116,92.45%,732,6.09%,68,0.57%,45,0.37%,27,0.22%,36,0.30%
,,,,,,,,,,,,,
Ward 17,,,,,,,,,,,,,
Precinct,Votes,Joseph R. Biden & Kamala D. Harris,%,Donald J. Trump & Michael R. Pence,%,Howie Hawkins & Angela Walker,%,Gloria La Riva & Leonard Peltier,%,Brian Carroll & Amar Patel,%,Jo Jorgensen & Jeremy ''Spike'' Cohen,%
1,470,410,87.23%,53,11.28%,4,0.85%,0,0%,0,0%,3,0.64%
2,414,396,95.65%,14,3.38%,2,0.48%,1,0.24%,1,0.24%,0,0%
3,421,393,93.35%,25,5.94%,0,0%,1,0.24%,0,0%,2,0.48%
4,510,478,93.73%,26,5.10%,3,0.59%,2,0.39%,0,0%,1,0.20%
5,331,314,94.86%,15,4.53%,1,0.30%,0,0%,1,0.30%,0,0%
6,413,384,92.98%,24,5.81%,2,0.48%,2,0.48%,0,0%,1,0.24%
7,413,384,92.98%,26,6.30%,1,0.24%,1,0.24%,1,0.24%,0,0%
8,386,352,91.19%,28,7.25%,5,1.30%,0,0%,0,0%,1,0.26%
9,321,305,95.02%,9,2.80%,0,0%,3,0.93%,2,0.62%,2,0.62%
10,536,495,92.35%,34,6.34%,6,1.12%,1,0.19%,0,0%,0,0%
11,326,312,95.71%,14,4.29%,0,0%,0,0%,0,0%,0,0%
12,581,506,87.09%,66,11.36%,3,0.52%,2,0.34%,0,0%,4,0.69%
13,346,330,95.38%,14,4.05%,0,0%,1,0.29%,0,0%,1,0.29%
14,465,432,92.90%,33,7.10%,0,0%,0,0%,0,0%,0,0%
15,428,405,94.63%,19,4.44%,2,0.47%,1,0.23%,0,0%,1,0.23%
16,478,439,91.84%,34,7.11%,3,0.63%,1,0.21%,1,0.21%,0,0%
17,428,397,92.76%,28,6.54%,2,0.47%,0,0%,1,0.23%,0,0%
18,453,439,96.91%,11,2.43%,1,0.22%,1,0.22%,0,0%,1,0.22%
19,248,236,95.16%,11,4.44%,1,0.40%,0,0%,0,0%,0,0%
20,488,473,96.93%,13,2.66%,2,0.41%,0,0%,0,0%,0,0%
21,491,481,97.96%,8,1.63%,1,0.20%,1,0.20%,0,0%,0,0%
22,380,361,95.00%,17,4.47%,0,0%,2,0.53%,0,0%,0,0%
23,281,268,95.37%,12,4.27%,0,0%,1,0.36%,0,0%,0,0%
24,432,417,96.53%,11,2.55%,2,0.46%,0,0%,0,0%,2,0.46%
25,342,324,94.74%,12,3.51%,2,0.58%,1,0.29%,0,0%,3,0.88%
26,430,417,96.98%,12,2.79%,1,0.23%,0,0%,0,0%,0,0%
27,389,373,95.89%,13,3.34%,2,0.51%,0,0%,1,0.26%,0,0%
28,342,331,96.78%,11,3.22%,0,0%,0,0%,0,0%,0,0%
29,415,399,96.14%,12,2.89%,3,0.72%,1,0.24%,0,0%,0,0%
30,406,351,86.45%,51,12.56%,2,0.49%,0,0%,0,0%,2,0.49%
31,248,242,97.58%,4,1.61%,0,0%,1,0.40%,1,0.40%,0,0%
32,333,317,95.20%,9,2.70%,3,0.90%,4,1.20%,0,0%,0,0%
33,287,214,74.56%,18,6.27%,18,6.27%,7,2.44%,12,4.18%,18,6.27%
34,286,276,96.50%,8,2.80%,1,0.35%,0,0%,0,0%,1,0.35%
35,281,274,97.51%,2,0.71%,1,0.36%,1,0.36%,1,0.36%,2,0.71%
36,383,365,95.30%,15,3.92%,1,0.26%,0,0%,1,0.26%,1,0.26%
37,326,305,93.56%,18,5.52%,1,0.31%,0,0%,2,0.61%,0,0%
38,465,450,96.77%,13,2.80%,1,0.22%,0,0%,0,0%,1,0.22%
39,417,394,94.48%,17,4.08%,3,0.72%,1,0.24%,0,0%,2,0.48%
40,443,426,96.16%,15,3.39%,0,0%,1,0.23%,0,0%,1,0.23%
41,532,511,96.05%,15,2.82%,3,0.56%,3,0.56%,0,0%,0,0%
Total,16365,15376,93.96%,790,4.83%,83,0.51%,41,0.25%,25,0.15%,50,0.31%
,,,,,,,,,,,,,
Ward 18,,,,,,,,,,,,,
Precinct,Votes,Joseph R. Biden & Kamala D. Harris,%,Donald J. Trump & Michael R. Pence,%,Howie Hawkins & Angela Walker,%,Gloria La Riva & Leonard Peltier,%,Brian Carroll & Amar Patel,%,Jo Jorgensen & Jeremy ''Spike'' Cohen,%
1,430,395,91.86%,28,6.51%,0,0%,1,0.23%,2,0.47%,4,0.93%
2,509,424,83.30%,82,16.11%,1,0.20%,1,0.20%,0,0%,1,0.20%
3,428,309,72.20%,118,27.57%,1,0.23%,0,0%,0,0%,0,0%
4,469,439,93.60%,23,4.90%,4,0.85%,1,0.21%,1,0.21%,1,0.21%
5,283,271,95.76%,9,3.18%,2,0.71%,0,0%,0,0%,1,0.35%
6,431,303,70.30%,119,27.61%,1,0.23%,3,0.70%,3,0.70%,2,0.46%
